Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,0.000000,0.278006,0.199970,0.278006,0.117818,13045112
1985-02-01,0.000000,0.278006,0.253620,0.258497,0.109551,17448160
1985-03-01,0.000000,0.258497,0.204847,0.214601,0.090947,12809328
1985-04-01,0.000000,0.243865,0.204847,0.219479,0.093015,23219792
1985-05-01,0.000000,0.258497,0.214601,0.258497,0.109551,3803329
1985-06-01,0.000000,0.258497,0.238988,0.253620,0.107484,4377416
1985-07-01,0.000000,0.292638,0.253620,0.282884,0.119886,8401154
1985-08-01,0.000000,0.302393,0.273129,0.297516,0.126087,6514868
1985-09-01,0.000000,0.307270,0.282884,0.287761,0.121953,9487820
1985-10-01,0.000000,0.351166,0.282884,0.341411,0.144689,15505487
1985-11-01,0.000000,0.385307,0.336534,0.385307,0.163292,20861932
1985-12-01,0.000000,0.395062,0.370675,0.385307,0.163292,42697759
1986-01-01,0.000000,0.434080,0.375553,0.380430,0.161225,18606587
1986-02-01,0.000000,0.551135,0.385307,0.551135,0.233570,34347860
1986-03-01,0.000000,0.560890,0.512117,0.546258,0.231503,44020210
1986-04-01,0.000000,0.619418,0.536504,0.556013,0.235637,21133596
1986-05-01,0.000000,0.595031,0.521872,0.585277,0.248039,14003637
1986-06-01,0.000000,0.624295,0.570645,0.585277,0.248039,16715173
1986-07-01,0.000000,0.585277,0.419448,0.448712,0.190163,27991892
1986-08-01,0.448712,0.516994,0.395062,0.482853,0.204632,27822741
1986-09-01,0.482853,0.497485,0.414571,0.477976,0.202565,18970516
1986-10-01,0.477976,0.490169,0.429203,0.490169,0.207733,8990622
1986-11-01,0.490169,0.490169,0.414571,0.456028,0.193264,10307948
1986-12-01,0.453589,0.526749,0.443835,0.485292,0.205666,13183508
1987-01-01,0.490169,0.580399,0.487731,0.580399,0.245972,18878251
1987-02-01,0.582838,0.636488,0.580399,0.597470,0.253206,14413696
1987-03-01,0.597470,0.682823,0.597470,0.641366,0.271810,9267416
1987-04-01,0.638927,0.682823,0.609663,0.624295,0.264575,7499018
1987-05-01,0.624295,0.641366,0.560890,0.577961,0.244939,7883452
1987-06-01,0.575522,0.602347,0.551135,0.599909,0.254240,5510216
1987-07-01,0.597470,0.638927,0.490169,0.629172,0.266642,45040240
1987-08-01,0.629172,0.660875,0.624295,0.646243,0.273876,46685616
1987-09-01,0.646243,0.658436,0.614540,0.641366,0.271810,5105279
1987-10-01,0.643804,0.675507,0.463344,0.463344,0.196364,4500434
1987-11-01,0.458467,0.473099,0.429203,0.448712,0.191035,3992984
1987-12-01,0.446273,0.453589,0.429203,0.443835,0.188958,9062381
1988-01-01,0.446273,0.475537,0.446273,0.463344,0.198618,2450123
1988-02-01,0.463344,0.565767,0.463344,0.560890,0.240433,4715719
