Date,Open,High,Low,Close,Adj Close,Volume
2000-12-01,22.200001,23.940001,22.070000,23.049999,23.049999,21917929
2001-01-01,22.900000,24.700001,21.549999,23.270000,23.270000,27939716
2001-02-01,23.100000,24.780001,22.820000,23.400000,23.400000,23117663
2001-03-01,23.379999,23.379999,18.750000,19.400000,19.400000,52169334
2001-04-01,19.250000,19.940001,17.750000,19.219999,19.219999,23360649
2001-05-01,19.000000,19.100000,17.400000,18.190001,18.190001,33896356
2001-06-01,18.250000,19.180000,17.830000,18.900000,18.900000,33025879
2001-07-01,18.900000,19.840000,17.400000,17.879999,17.879999,21244884
2001-08-01,17.940001,18.450001,16.100000,16.309999,16.309999,19691831
2001-09-01,16.400000,16.500000,11.800000,16.500000,16.500000,42271692
2001-10-01,16.799999,17.650000,15.210000,15.960000,15.960000,28432472
2001-11-01,15.750000,16.850000,15.010000,15.770000,15.770000,28339619
2001-12-01,15.850000,16.059999,14.280000,14.990000,14.990000,21364735
2002-01-01,15.070000,16.850000,14.560000,14.910000,14.910000,29910781
2002-02-01,14.750000,15.800000,14.080000,15.050000,15.050000,27624026
2002-03-01,14.910000,17.480000,14.850000,17.139999,17.139999,29302010
2002-04-01,17.200001,17.200001,14.750000,15.060000,15.060000,31320749
2002-05-01,14.960000,15.670000,14.650000,15.520000,15.520000,25509225
2002-06-01,15.360000,15.550000,12.110000,13.090000,13.090000,31260411
2002-07-01,12.850000,13.850000,9.060000,10.100000,10.100000,40250707
2002-08-01,10.280000,11.350000,9.800000,11.110000,11.110000,24260388
2002-09-01,11.200000,11.200000,8.180000,8.620000,8.620000,27734475
2002-10-01,8.620000,10.550000,7.620000,10.330000,10.330000,37406333
2002-11-01,10.340000,11.500000,9.910000,10.780000,10.780000,27753712
2002-12-01,10.740000,10.970000,9.800000,10.000000,10.000000,29667118
2003-01-01,10.100000,11.610000,9.680000,10.080000,10.080000,38897871
2003-02-01,10.130000,10.660000,9.120000,9.440000,9.440000,29335692
2003-03-01,9.460000,10.180000,8.570000,9.090000,9.090000,49943503
2003-04-01,9.090000,11.320000,9.030000,10.690000,10.690000,35087738
