Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,0.000000,0.138672,0.117188,0.119141,0.031757,4896000
1985-02-01,0.000000,0.126953,0.117188,0.126953,0.033839,5036800
1985-03-01,0.000000,0.177734,0.125000,0.177734,0.047375,7296000
1985-04-01,0.000000,0.203125,0.169922,0.169922,0.045293,7046400
1985-05-01,0.000000,0.193359,0.162109,0.185547,0.049457,2707200
1985-06-01,0.000000,0.232422,0.181641,0.224609,0.059869,9395200
1985-07-01,0.000000,0.248047,0.226563,0.232422,0.061952,6035200
1985-08-01,0.000000,0.250000,0.216797,0.250000,0.066637,4857600
1985-09-01,0.000000,0.283203,0.222656,0.281250,0.074967,10739200
1985-10-01,0.000000,0.294922,0.275391,0.291016,0.077570,6361600
1985-11-01,0.000000,0.320313,0.283203,0.318359,0.084858,10419200
1985-12-01,0.000000,0.343750,0.310547,0.320313,0.085379,3270400
1986-01-01,0.000000,0.402344,0.312500,0.367188,0.097874,3324800
1986-02-01,0.000000,0.382813,0.308594,0.382813,0.102038,2803200
1986-03-01,0.000000,0.511719,0.367188,0.511719,0.136398,2979200
1986-04-01,0.000000,0.585938,0.511719,0.558594,0.148893,2835200
1986-05-01,0.000000,0.664063,0.558594,0.636719,0.169717,3552000
1986-06-01,0.000000,0.640625,0.613281,0.617188,0.164511,3305600
1986-07-01,0.000000,0.617188,0.558594,0.570313,0.152016,1491200
1986-08-01,0.000000,0.593750,0.574219,0.589844,0.157222,1225600
1986-09-01,0.000000,0.601563,0.515625,0.554688,0.147851,1772800
1986-10-01,0.000000,0.585938,0.531250,0.531250,0.141604,2396800
1986-11-01,0.000000,0.585938,0.523438,0.578125,0.154099,1564800
1986-12-01,0.000000,0.585938,0.492188,0.496094,0.132233,2800000
1987-01-01,0.000000,0.515625,0.460938,0.464844,0.123904,3296000
1987-02-01,0.464844,0.484375,0.445313,0.453125,0.120780,784000
1987-03-01,0.000000,0.578125,0.449219,0.562500,0.149934,1939200
1987-04-01,0.000000,0.570313,0.433594,0.457031,0.121821,2230400
1987-05-01,0.000000,0.484375,0.453125,0.476563,0.127027,646400
1987-06-01,0.000000,0.492188,0.460938,0.468750,0.124945,1456000
1987-07-01,0.000000,0.480469,0.437500,0.453125,0.120780,1209600
1987-08-01,0.000000,0.468750,0.449219,0.460938,0.122863,678400
1987-09-01,0.000000,0.476563,0.449219,0.464844,0.123904,688000
1987-10-01,0.000000,0.468750,0.363281,0.382813,0.102038,3129600
1987-11-01,0.000000,0.433594,0.378906,0.410156,0.109327,1865600
1987-12-01,0.000000,0.523438,0.414063,0.480469,0.128068,2208000
1988-01-01,0.480469,0.484375,0.472656,0.480469,0.128068,377600
1988-02-01,0.000000,0.585938,0.480469,0.566406,0.150975,1142400
1988-03-01,0.000000,0.750000,0.566406,0.710938,0.189500,4304000
1988-04-01,0.000000,0.941406,0.707031,0.925781,0.246766,4723200
1988-05-01,0.000000,0.937500,0.859375,0.859375,0.229065,1692800
1988-06-01,0.000000,0.992188,0.828125,0.949219,0.253013,7465600
1988-07-01,0.000000,1.003906,0.929688,0.984375,0.262384,1811200
1988-08-01,0.000000,0.984375,0.835938,0.921875,0.245725,2075200
1988-09-01,0.921875,1.000000,0.921875,0.984375,0.262384,1179200
1988-10-01,0.000000,1.132813,0.984375,1.109375,0.295703,2441600
1988-11-01,0.000000,1.179688,1.054688,1.085938,0.290563,2332800
1988-12-01,0.000000,1.250000,1.085938,1.218750,0.326099,2003200
1989-01-01,0.000000,1.609375,1.187500,1.546875,0.415633,3728000
1989-02-01,0.000000,2.437500,1.539063,2.359375,0.633946,5211200
1989-03-01,0.000000,2.468750,2.242188,2.343750,0.629747,3531200
1989-04-01,0.000000,2.562500,2.335938,2.562500,0.689991,2643200
1989-05-01,0.000000,2.546875,1.914063,2.062500,0.555358,5193600
1989-06-01,0.000000,2.398438,2.015625,2.195313,0.591120,4516800
1989-07-01,0.000000,2.421875,1.703125,1.710938,0.462001,16662400
1989-08-01,0.000000,1.781250,1.671875,1.750000,0.642073,1796800
1989-09-01,0.000000,2.031250,1.765625,2.031250,0.745264,2241600
1989-10-01,0.000000,2.156250,1.812500,2.070313,0.759596,2742400
1989-11-01,0.000000,2.070313,1.703125,1.710938,0.629679,1681600
1989-12-01,0.000000,1.804688,1.578125,1.617188,0.595176,3368000
1990-01-01,0.000000,1.750000,1.460938,1.476563,0.545530,1372800
1990-02-01,0.000000,1.671875,1.468750,1.539063,0.568621,822400
1990-03-01,0.000000,1.554688,1.414063,1.554688,0.574394,1953600
1990-04-01,0.000000,1.710938,1.546875,1.562500,0.579696,1198400
1990-05-01,1.562500,1.632813,1.531250,1.609375,0.597087,1105600
1990-06-01,0.000000,1.734375,1.531250,1.726563,0.640564,1486400
1990-07-01,0.000000,1.859375,1.664063,1.671875,0.622601,1601600
1990-08-01,0.000000,1.664063,1.492188,1.554688,0.578962,926400
1990-09-01,1.554688,1.710938,1.554688,1.562500,0.581871,470400
1990-10-01,0.000000,1.546875,1.343750,1.367188,0.509137,1118400
1990-11-01,0.000000,1.351563,1.242188,1.250000,0.467742,1708800
1990-12-01,0.000000,1.414063,1.250000,1.414063,0.529133,1051200
1991-01-01,0.000000,1.656250,1.390625,1.656250,0.623236,553600
1991-02-01,0.000000,1.781250,1.640625,1.734375,0.652634,883200
1991-03-01,0.000000,1.875000,1.718750,1.875000,0.705550,990400
1991-04-01,0.000000,2.031250,1.867188,2.000000,0.755635,1076800
1991-05-01,0.000000,2.046875,1.976563,2.000000,0.755635,660800
1991-06-01,0.000000,2.164063,2.000000,2.007813,0.758587,1222400
1991-07-01,0.000000,1.992188,1.859375,1.929688,0.731721,940800
1991-08-01,0.000000,1.968750,1.914063,1.914063,0.725795,361600
1991-09-01,0.000000,1.929688,1.765625,1.781250,0.675434,529600
1991-10-01,0.000000,1.796875,1.718750,1.718750,0.655199,1268800
1991-11-01,1.718750,1.757813,1.718750,1.750000,0.667112,676800
1991-12-01,1.757813,1.906250,1.570313,1.906250,0.726674,1032000
1992-01-01,1.890625,1.890625,1.710938,1.750000,0.671001,1168000
1992-02-01,1.750000,1.789063,1.679688,1.687500,0.647037,824000
1992-03-01,1.687500,1.695313,1.507813,1.562500,0.599108,1193600
1992-04-01,1.578125,1.656250,1.414063,1.437500,0.552881,3113600
1992-05-01,1.453125,1.617188,1.453125,1.585938,0.609972,305600
1992-06-01,1.585938,1.593750,1.562500,1.562500,0.600958,217600
1992-07-01,1.570313,1.632813,1.523438,1.523438,0.587680,1198400
1992-08-01,1.515625,1.515625,1.437500,1.437500,0.554528,425600
1992-09-01,1.445313,1.562500,1.437500,1.531250,0.590693,544000
1992-10-01,1.523438,1.523438,1.437500,1.492188,0.575625,1649600
1992-11-01,1.500000,1.789063,1.492188,1.781250,0.689276,2628800
1992-12-01,1.789063,1.929688,1.773438,1.898438,0.734623,2696000
1993-01-01,1.882813,1.882813,1.640625,1.648438,0.639475,1014400
1993-02-01,1.640625,1.671875,1.617188,1.648438,0.639475,1782400
1993-03-01,1.656250,1.687500,1.625000,1.664063,0.645536,830400
1993-04-01,1.656250,1.835938,1.656250,1.796875,0.699056,3228800
1993-05-01,1.812500,1.906250,1.812500,1.828125,0.711213,1187200
1993-06-01,1.820313,1.859375,1.726563,1.726563,0.671701,980800
1993-07-01,1.718750,1.765625,1.648438,1.671875,0.652142,928000
1993-08-01,1.664063,1.796875,1.664063,1.796875,0.700900,1609600
1993-09-01,1.789063,1.851563,1.742188,1.812500,0.706994,1004800
1993-10-01,1.820313,1.875000,1.734375,1.734375,0.676521,1478400
1993-11-01,1.750000,1.875000,1.734375,1.828125,0.714900,814400
1993-12-01,1.835938,1.843750,1.585938,1.648438,0.644632,2156800
1994-01-01,1.656250,1.789063,1.640625,1.757813,0.689258,1339200
1994-02-01,1.757813,1.828125,1.695313,1.828125,0.716828,784000
1994-03-01,1.828125,1.906250,1.734375,1.750000,0.686195,1400000
1994-04-01,1.734375,1.796875,1.695313,1.796875,0.706902,459200
1994-05-01,1.796875,1.921875,1.781250,1.898438,0.746858,1368000
1994-06-01,1.921875,2.085938,1.781250,1.781250,0.700755,2108800
1994-07-01,1.796875,1.859375,1.765625,1.781250,0.703032,926400
1994-08-01,1.765625,1.781250,1.570313,1.640625,0.647529,964800
1994-09-01,1.640625,1.671875,1.507813,1.546875,0.610528,1446400
1994-10-01,1.539063,1.617188,1.484375,1.539063,0.607444,1272000
1994-11-01,1.539063,1.656250,1.515625,1.609375,0.637773,776000
1994-12-01,1.601563,1.640625,1.500000,1.632813,0.647060,1379200
1995-01-01,1.640625,1.640625,1.515625,1.554688,0.618491,790400
1995-02-01,1.570313,1.585938,1.437500,1.476563,0.587411,1620800
1995-03-01,1.476563,1.648438,1.453125,1.632813,0.649571,1360000
1995-04-01,1.625000,1.671875,1.593750,1.671875,0.667830,1059200
1995-05-01,1.671875,1.781250,1.531250,1.531250,0.611657,3033600
1995-06-01,1.531250,1.531250,1.335938,1.445313,0.577330,12592000
1995-07-01,1.437500,1.445313,1.375000,1.414063,0.567274,3872000
1995-08-01,1.406250,1.429688,1.382813,1.414063,0.567274,8969600
1995-09-01,1.414063,1.453125,1.398438,1.437500,0.576676,2227200
1995-10-01,1.437500,1.460938,1.343750,1.359375,0.545335,1926400
1995-11-01,1.359375,1.414063,1.351563,1.375000,0.554038,1494400
1995-12-01,1.375000,1.437500,1.328125,1.414063,0.569778,2659200
1996-01-01,1.414063,1.460938,1.382813,1.437500,0.581808,1838400
1996-02-01,1.445313,1.445313,1.343750,1.382813,0.559674,2667200
1996-03-01,1.390625,1.562500,1.375000,1.515625,0.613428,5451200
1996-04-01,1.523438,1.703125,1.507813,1.687500,0.685926,2372800
1996-05-01,1.687500,1.757813,1.671875,1.687500,0.685926,1916800
1996-06-01,1.679688,1.742188,1.539063,1.562500,0.635117,2513600
1996-07-01,1.562500,1.625000,1.531250,1.625000,0.663377,2651200
1996-08-01,1.625000,1.859375,1.625000,1.773438,0.723974,1216000
1996-09-01,1.765625,1.835938,1.687500,1.718750,0.701649,2156800
1996-10-01,1.734375,1.742188,1.546875,1.554688,0.637507,1249600
1996-11-01,1.562500,1.671875,1.500000,1.671875,0.685560,4424000
1996-12-01,1.687500,1.750000,1.609375,1.671875,0.685560,3748800
1997-01-01,1.671875,1.695313,1.593750,1.695313,0.698318,1771200
1997-02-01,1.687500,1.703125,1.585938,1.671875,0.688664,1468800
1997-03-01,1.671875,1.671875,1.445313,1.453125,0.598558,1120000
1997-04-01,1.453125,1.570313,1.453125,1.531250,0.633692,2828800
1997-05-01,1.523438,1.703125,1.523438,1.562500,0.646624,1177600
1997-06-01,1.566406,1.609375,1.546875,1.550781,0.641775,4262400
1997-07-01,1.550781,1.625000,1.511719,1.621094,0.674813,15598400
1997-08-01,1.625000,1.703125,1.617188,1.636719,0.681318,2835200
1997-09-01,1.613281,1.757813,1.613281,1.625000,0.676440,3772800
1997-10-01,1.625000,1.800781,1.625000,1.656250,0.689448,4931200
1997-11-01,1.671875,1.718750,1.660156,1.687500,0.706239,1627200
1997-12-01,1.687500,1.742188,1.656250,1.726563,0.722588,2758400
1998-01-01,1.734375,1.750000,1.554688,1.632813,0.687100,2281600
1998-02-01,1.625000,1.695313,1.601563,1.691406,0.711757,2992000
1998-03-01,1.695313,1.757813,1.664063,1.695313,0.713401,3449600
1998-04-01,1.703125,2.085938,1.664063,1.972656,0.834600,7534400
1998-05-01,1.964844,1.984375,1.679688,1.710938,0.723871,1923200
1998-06-01,1.710938,1.875000,1.585938,1.609375,0.680902,4099200
1998-07-01,1.609375,1.644531,1.507813,1.507813,0.641726,4355200
1998-08-01,1.503906,1.632813,1.296875,1.328125,0.565250,4795200
1998-09-01,1.312500,1.312500,0.902344,0.964844,0.410638,5278400
1998-10-01,0.976563,0.992188,0.898438,0.960938,0.408976,6809600
1998-11-01,0.960938,1.085938,0.960938,1.015625,0.436722,7254400
1998-12-01,1.015625,1.062500,0.875000,1.054688,0.453520,2632000
1999-01-01,1.046875,1.078125,0.964844,0.968750,0.421134,1508800
1999-02-01,0.968750,0.976563,0.765625,0.785156,0.341322,2433600
1999-03-01,0.789063,0.859375,0.765625,0.835938,0.363398,6633600
1999-04-01,0.839844,0.906250,0.781250,0.878906,0.386885,7632000
1999-05-01,0.882813,0.914063,0.789063,0.796875,0.350776,7313600
1999-06-01,0.796875,0.902344,0.796875,0.835938,0.367971,9824000
1999-07-01,0.843750,0.984375,0.843750,0.933594,0.416104,5676800
1999-08-01,0.937500,0.945313,0.859375,0.882813,0.393471,2772800
1999-09-01,0.882813,0.960938,0.843750,0.937500,0.417845,4612800
1999-10-01,0.937500,0.945313,0.867188,0.890625,0.401581,2529600
1999-11-01,0.898438,0.921875,0.890625,0.898438,0.405104,2835200
1999-12-01,0.898438,0.898438,0.789063,0.832031,0.375162,3582400
2000-01-01,0.843750,0.898438,0.835938,0.843750,0.385297,4241600
2000-02-01,0.851563,0.875000,0.789063,0.828125,0.378162,3070400
2000-03-01,0.843750,0.859375,0.714844,0.718750,0.328216,1630400
2000-04-01,0.710938,0.734375,0.625000,0.648438,0.300319,14438400
2000-05-01,0.656250,0.656250,0.578125,0.625000,0.289464,5721600
2000-06-01,0.625000,0.843750,0.609375,0.742188,0.343739,4568000
2000-07-01,0.750000,0.820313,0.742188,0.750000,0.352401,944000
2000-08-01,0.757813,0.820313,0.746094,0.804688,0.378098,1211200
2000-09-01,0.808594,0.820313,0.757813,0.773438,0.363414,1953600
2000-10-01,0.781250,0.828125,0.753906,0.781250,0.372394,2044800
2000-11-01,0.796875,0.867188,0.781250,0.835938,0.398462,2470400
2000-12-01,0.835938,1.218750,0.789063,1.171875,0.558592,5340800
2001-01-01,1.171875,1.171875,0.882813,1.125000,0.541861,4262400
2001-02-01,1.118750,1.406250,1.118750,1.303125,0.627656,3422400
2001-03-01,1.287500,1.593750,1.265625,1.460000,0.703216,6995200
2001-04-01,1.475000,2.299375,1.475000,2.175625,1.055624,18761600
