Ticker,Weights
AAPL,0.01453862095132186
ABNB,0.19318139779078328
ADBE,0.1033643666065795
ELF,0.12544834763264376
LRCX,0.1648805946967061
NVDA,0.002758904532553119
PYPL,0.21078544906094546
RBLX,0.12167616900917423
SHOP,0.0010547413788654322
TSLA,0.009517483372447715
TTD,0.05279392496797957
