Date,Open,High,Low,Close,Adj Close,Volume
2005-09-01,52.456333,56.757641,51.135372,51.255459,17.972263,1388198
2005-10-01,51.233624,52.085152,48.231441,50.043667,17.547365,1077307
2005-11-01,50.054585,52.216156,49.006550,50.567684,17.731108,1023907
2005-12-01,51.015285,54.541485,51.015285,53.155022,18.991644,1225700
2006-01-01,53.831879,56.331879,53.002182,56.331879,20.126699,1427037
2006-02-01,55.862446,59.017467,54.650654,57.478165,20.536253,941739
2006-03-01,57.259827,57.958515,53.853710,54.181225,19.358295,780799
2006-04-01,54.115723,57.325329,52.827511,57.325329,20.481640,685811
2006-05-01,57.347160,62.379913,56.670307,61.866814,22.104265,703580
2006-06-01,60.676857,62.816593,57.893013,59.017467,21.086227,812401
2006-07-01,58.919212,62.467251,57.860264,61.790394,22.674871,578179
2006-08-01,61.790394,67.063316,61.353710,66.484718,24.397518,670146
2006-09-01,67.041489,69.061134,64.574234,68.438866,25.114628,641200
2006-10-01,69.203056,70.938866,68.427948,69.268562,25.419096,625903
2006-11-01,69.967247,77.074234,68.799126,74.072052,27.181797,738114
2006-12-01,75.720528,80.949783,75.403931,79.279472,29.533062,733534
2007-01-01,79.661575,82.772926,75.469429,82.543671,30.749037,875879
2007-02-01,83.286026,85.502182,81.342796,81.965065,30.533501,699915
2007-03-01,80.960701,86.091705,78.395195,86.037117,32.050400,866259
2007-04-01,86.681221,88.613541,85.010918,85.993446,32.034130,622511
2007-05-01,85.294762,86.222710,81.692139,84.890831,31.623400,731610
2007-06-01,85.163757,85.436684,77.074234,80.545853,30.004805,1229273
2007-07-01,80.829697,82.030571,75.895195,77.598251,29.582825,1160938
2007-08-01,78.493446,82.336243,74.432312,82.041489,31.276714,1384626
2007-09-01,81.189957,87.871178,79.639740,87.587334,33.390976,695611
2007-10-01,87.914848,91.550217,84.956329,89.519653,34.127632,828522
2007-11-01,91.026199,93.689957,86.462883,92.237991,35.163933,1035997
2007-12-01,92.565498,94.978165,89.530571,91.102623,35.237354,1159197
2008-01-01,90.709610,93.417030,79.050217,84.737991,32.775593,2275986
2008-02-01,84.334061,85.513100,79.093887,79.257645,30.655867,1334152
2008-03-01,78.078606,81.451965,75.076416,76.342796,29.528435,1546207
2008-04-01,77.063316,80.655022,74.661575,77.237991,29.874683,1661991
2008-05-01,76.408295,81.757645,71.102623,81.080788,31.361027,1191259
2008-06-01,79.355896,80.884277,69.585152,72.019653,27.856300,974257
